//
/////////////////////////////////////////// EXTRASUNNY_LA
//
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB    BottomCloudRGB    WaterRGBA          Alpha1    RGB1           Alpha2    RGB2           CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult    TopCloudRGB  
// Midnight                                                                                                                                                                                                                                                                                                                                                                  
    7  0  0    210 194 182    255 255 255     81 169 237     68 166 232    255 255 255    255 255 255    1.76      1.0     0.18       154      30         121         800.0      64.0     0.3              89  37  33     153 150 136       123 170 170 240    117       106  90  61    127       124  88  33     25           180                 0              1.0        153 150 136  
// 10AM                                                                                                                                                                                                                                                                                                                                                                      
    8  0  0    210 194 182    255 255 255     76 152 228     57 150 221    255 255 255    255 255 255    1.54      1.0     0.12       181      20         144         800.0      46.0     0.2              74  36  29     150 155 152       112 170 170 240    120        92  82  56    127       138 101  42     25           180                 0              1.0        150 155 152  
// 11AM                                                                                                                                                                                                                                                                                                                                                                      
    9  0  0    210 194 182    255 255 255     72 134 219     46 133 210    255 255 255    255 255 255    1.32      1.0     0.06       208       9         167         800.0      28.0     0.1              59  35  26     147 159 167       101 170 170 240    123        79  74  52    127       152 115  51     25           180                 0              1.0        147 159 167      
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB    BottomCloudRGB    WaterRGBA          Alpha1    RGB1           Alpha2    RGB2           CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult    TopCloudRGB  
// Midday                                                                                                                                                                                                                                                                                                                                                                    
   11  0  0    210 194 182    255 255 255     68 117 210     36 117 199    255 255 255    255 255 255     1.1      1.0      0.0       236       0         190         800.0      10.0     0.0              44  34  23     145 164 183        90 170 170 240    127        66  66  48    127       166 129  60     25           180                 0              1.0        145 164 183  
// 1PM                                                                                                                                                                                                                                                                                                                                                                       
   10  0  0    216 202 182    255 255 255     68 117 210     36 117 198    250 231 218    236 226 218     1.5      1.0      0.0       218       5         173         800.0      10.0    0.11              54  34  25     152 158 170        84 159 159 240    124        74  74  56    127       154 117  52     25           180                 0              1.0        152 158 170  
// 2PM                                                                                                                                                                                                                                                                                                                                                                       
   10  1  1    222 211 182    255 255 255     68 117 210     36 117 197    245 207 182    217 197 182     1.9      1.0      0.0       200      11         157         800.0      10.0    0.23              65  35  27     160 152 158        78 149 149 240    121        82  82  64    127       143 106  45     25           180                 0              1.0        160 152 158  
// 3PM                                                                                                                                                                                                                                                                                                                                                                       
    9  2  2    229 220 182    254 254 254     68 116 210     36 116 196    240 183 145    197 169 145     2.3      1.0      0.0       182      17         140         800.0      10.0    0.34              76  36  30     168 146 145        72 138 138 240    118        90  90  73    127       131  95  38     25           180                 0              1.0        168 146 145  
// 4PM                                                                                                                                                                                                                                                                                                                                                                       
    9  2  2    235 228 182    255 255 255     68 117 210     36 117 196    236 159 109    179 140 109     2.7      1.0      0.0       164      22         124         800.0      10.0    0.46              87  37  32     176 140 133        67 128 128 240    115        99  99  81    127       120  83  31     25           180                 0              1.0        176 140 133  
// 5PM                                                                                                                                                                                                                                                                                                                                                                       
    8  3  3    242 237 182    255 255 255     68 117 210     36 117 195    231 135  72    160 112  72     3.1      1.0      0.0       146      28         107         800.0      10.0    0.57              98  38  35     184 134 120        61 117 117 240    112       107 107  90    127       108  72  24     25           180                 0              1.0        184 134 120  
// 6PM                                                                                                                                                                                                                                                                                                                                                                       
    8  4  4    248 246 182    255 255 255     68 117 210     36 117 194    226 111  36    141  83  36     3.5      1.0      0.0       128      34          91         800.0      10.0    0.69             109  39  37     192 128 108        55 107 107 240    109       115 115  98    127        97  61  17     25           180                 0              1.0        192 128 108  
// 7PM                                                                                                                                                                                                                                                                                                                                                                       
    8  5  5    255 255 182    255 255 255     68 117 210     36 117 194    222  88   0    122  55   0     3.9      1.0      0.0       110      40          75         800.0      10.0     0.8             120  40  40     200 123  96        50  97  97 240    106       124 124 107    127        86  50  10     25           180                 0              1.0        200 123  96  
// 8PM                                                                                                                                                                                                                                                                                                                                                                       
   25 14 14    210 194 182    255 255 255    181 150  84    167 108  65    255 128   0    255 128   0     2.0      1.0      0.4       100      60           0         800.0      10.0     1.0             120  40  40      72 107 159        67  67  67 240    127        81  85  40    127        66  27   0     25           140                 0              1.0         72 107 159  
// 9PM                                                                                                                                                                                                                                                                                                                                                                       
   23 17 17    210 194 182    255 255 255    159 125  84    113  79  58    255 128   0    130  68   0     1.5      1.0     0.35       130      80           0         700.0      10.0     1.0              95  33  25      43  59  96        67  67  64 240    127       145 114  62    127        71  39   0     25           115                 0              1.0         43  59  96  
// 10PM                                                                                                                                                                                                                                                                                                                                                                      
   21 20 20    210 194 182    255 255 255    137 100  84     60  50  52    255 128   0      5   8   0     1.0      1.0      0.3       160     100           0         600.0      10.0     1.0              70  27  10      15  11  34        67  67  62 240    127       209 143  84    127        76  51   0     25            90                 0              1.0         15  11  34  
// 11PM                                                                                                                                                                                                                                                                                                                                                                      
   21 21 21    215 203 156    255 255 255     68  61  54     30  40  42    255 128   0      5   4   0     1.0      1.0      0.3       180     100           0         500.0      55.0     1.0              50  23   5       9   7  18        76  76  63 240    127       148 115  85    127        68  86  61     12            90                 0              1.0          7   5  13  
//
/////////////////////////////////////////// SUNNY_LA
//
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB         BottomCloudRGB            WaterRGBA          Alpha1    		RGB1           Alpha2    RGB2           CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult     TopCloudRGB 
// Midnight                                                                                                                                                                                                                                                                                                                                                           
    0 20 20    210 194 182    255 255 255      5  12  15     12  14  13    255 128   0      5   0   0     1.0      0.4      0.4       200     100           0         800.0     100.0     1.0               0   0   0            3   3   3                    85  85  65 240    127       110 126 210    212         0  81 104     55    220                 0              1.0    				  23  32  33
// 1AM                                                                                                                                                                                                                                                                                                                                                                
    1 20 20    210 194 182    255 255 255      4   9  13     13  19  17    255 128   0     55  25   0     0.8     0.38     0.48       190     100           0         800.0     100.0     1.0               0   0   0           31  42  50                   73  78  62 240    127       108 127 213    202         0  81 102     62   220                 0              1.0        				   0   0   0
// 2AM                                                                                                                                                                                                                                                                                                                                                                
    2 20 20    210 194 182    255 255 255      3   7  11     14  24  22    255 128   0    105  51   0     0.6     0.36     0.56       180     100           0         800.0     100.0     1.0               0   0   0           35  46  50                   61  71  59 240    127       106 128 216    192         1  82 100     69   220                 0              1.0       				   0   0   0
// 3AM                                                                                                                                                                                                                                                                                                                                                                
    3 20 20    210 194 182    255 255 255      2   4  10     16  29  27    255 128   0    155  76   0     0.4     0.34     0.64       170     100           0         800.0     100.0     1.0               0   0   0           33  42  50                   49  64  57 240    127       105 129 220    182         2  83  98     76  220                 0              1.0        				   0   0   0
// 4AM                                                                                                                                                                                                                                                                                                                                                                
    4 20 20    210 194 182    255 255 255      0   2   8     17  34  32    255 128   0    205 102   0     0.2     0.32     0.72       160     100           0         800.0     100.0     1.0               0   0   0  	        50  30   0                  37  57  54 240 127       103 130 223    172         3  84  96     83           220                 0              1.0   			   0   0   0
// 5AM                                                                                                                                                                                                                                                                                                                                                                
    6 20 20    210 194 182    255 255 255      0   0   7     19  39  37    255 128   0    255 128   0     0.0      0.3      0.8       150     100           0         800.0     100.0     1.0               0   0   0           50  43  36                   25  51  52 240    127       102 132 227    162         4  85  95     90           220                 0              1.0        		  50  50  50
// 6AM                                                                                                                                                                                                                                                                                                                                                                
   22 17  8    210 194 182    255 255 255     90 205 255    200 144  85    255 128   0    255 128   0     1.2      0.5      0.2       140      93           0         800.0     100.0     0.8             100  34  25          120  92  88                   90 170 170 240    127        86  86  86    127       149  94   0    177           220                 0              1.0               50  50  50
// 7AM                                                                                                                                                                                                                                                                                                                                                                
   12  4  0    210 194 182    255 255 255     63 205 255     62 200 255    255 128   0    255 128   0     2.2      1.0      0.0       211       0         149         800.0     100.0     0.5             120  40  40          159 142 106                   145 170 170 240    127        58 110 115    121       123  70  14    177           220                 0              1.0   		     100  90 100
// 8AM                                                                                                                                                                                                                                                                                                                                                                
   12  5  0    210 194 182    255 255 255     56 187 246     60 192 249    241 137   0    237 122   2     2.1      1.0      0.0       216       0         157         800.0     100.0     0.4             104  38  36  	        90 126 140                    134 170 170 240    125        60 112 116    122       130  73  15    159           220                 0              1.0         230 249 255
// 9AM                                                                                                                                                                                                                                                                                                                                                                
   12  6  0    210 194 182    255 255 255     49 169 237     58 184 243    228 146   0    220 116   5     2.0      1.0      0.0       221       0         165         800.0     100.0     0.3              89  37  33           90 126 140             	       123 170 170 240    124        62 114 117    123       137  77  16    141           220                 0              1.0         230 249 255
// 10AM                                                                                                                                                                                                                                                                                                                                                               
   12  7  0    210 194 182    255 255 255     43 152 228     56 177 238    215 156   0    202 110   8     1.9      1.0      0.0       226       0         173         800.0     100.0     0.2              74  36  29           90 126 140             	       112 170 170 240    122        65 116 118    124       145  80  18    123           220                 0              1.0         230 249 255
// 11AM                                                                                                                                                                                                                                                                                                                                                               
   12  8  0    210 194 182    255 255 255     36 134 219     54 169 232    202 165   0    185 104  11     1.8      1.0      0.0       231       0         181         800.0     100.0     0.1              59  35  26          120 120 120             	       101 170 170 240    121        67 118 119    125       152  84  19    105           220                 0              1.0         255 255 255
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB         BottomCloudRGB            		    WaterRGBA          Alpha1    RGB1           Alpha2    RGB2           CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult        TopCloudRGB
// Midday                                                                                                                                                                                                                     	                                                                                                                       					     
   12 10  0    210 194 182    255 255 255     30 117 210     53 162 227    189 175   0    168  98  14     1.7      1.0      0.0       236       0         190         800.0     100.0     0.0              44  34  23          180 255 255                  	     90 170 170 240    120        70 121 120    127       160  88  21     88           220                 0              1.0                255 255 255
// 1PM                                                                                                                                                                                                                        	                                                                                                          								     
   12 10  0    210 194 182    255 255 255     36 122 209     55 159 220    190 168   0    180 102  12    2.53      1.0      0.0       218       5         173         800.0     100.0    0.11              54  34  25          255 255 255                  	     84 159 159 240    118        72 121 119    127       153  84  19     88           220                 0              1.0                255 255 255
// 2PM                                                                                                                                                                                                                        	                                                                                                          						             
   13 10  0    210 194 182    255 255 255     42 128 209     57 156 214    191 161   0    192 106  10    3.36      1.0      0.0       200      11         157         800.0     100.0    0.23              65  35  27          255 255 255                  	     78 149 149 240    116        75 121 118    127       146  80  17     88           220                 0              1.0                255 255 255
// 3PM                                                                                                                                                                                                                        	                                                                                                          						             
   13 10  0    210 194 182    254 254 254     48 133 209     59 154 207    192 154   0    205 110   8    4.19      1.0      0.0       182      17         140         800.0     100.0    0.34              76  36  30          255 255 255                  	     72 138 138 240    114        78 121 117    127       140  76  16     88           220                 0              1.0                255 255 255
// 4PM                                                                                                                                                                                                                        	                                                                                                          						             
   14 10  0    210 194 182    255 255 255     55 139 208     61 151 201    194 148   0    217 115   6    5.01      1.0      0.0       164      22         124         800.0     100.0    0.46              87  37  32          255 255 255                  	     67 128 128 240    112        81 122 116    127       133  72  14     88           220                 0              1.0                255 255 255
// 5PM                                                                                                                                                                                                                        	                                                                                                          						             
   14 10  0    210 194 182    255 255 255     61 144 208     63 149 194    195 141   0    230 119   4    5.84      1.0      0.0       146      28         107         800.0     100.0    0.57              98  38  35          120 120 120                  	     61 117 117 240    110        84 122 115    127       127  68  13     88           220                 0              1.0                255 255 255
// 6PM                                                                                                                                                                                                                        	                                                                                                          						             
   15 10  0    210 194 182    255 255 255     67 150 208     65 146 188    196 134   0    242 123   2    6.67      1.0      0.0       128      34          91         800.0     100.0    0.69             109  39  37          200 107 100                  	     55 107 107 240    108        87 122 114    127       120  64  11     88           220                 0              1.0                172 172 140
// 7PM                                                                                                                                                                                                                        	                                                                                                         						             
   16 10  0    210 194 182    255 255 255     74 156 208     67 144 182    198 128   0    255 128   0     7.5      1.0      0.0       110      40          75         800.0     100.0     0.8             120  40  40          200 123  96                  		     50  97  97 240    106        90 123 113    127       114  61  10     88           220                 0              1.0            148 168 168
// 8PM                                                                                                                                                                                                                        	                                                                                                         						             
   12 10  4    210 194 182    255 255 255    181 150  84    167 118  65    255 128   0    255 128   0     2.0      1.0      0.2       100      60           0         800.0      43.0     1.0               0   0   0            0   0   0                  	 67  67  67 240    127       129  93  71    127        66  27   0    177           220                 0              1.0                    148 168 168
// 9PM                                                                                                                                                                                                                        	                                                                                                          						             
   17 15  7    210 194 182    255 255 255    176 146  86    167 118  65    255 128   0    130  68   0     1.5      0.7      0.3       130      80           0         800.0      42.0     1.0              35  13   5            0   0   0                  	 67  67  64 240    127       129  46  35    127        66  66   0    144           140                 0              1.0                    100  85  82
// 10PM                                                                                                                                                                                                                       	                                                                                                          						             
   22 20 10    210 194 182    255 255 255    172 143  88    167 118  65    255 128   0      5   8   0     1.0      0.4      0.4       160     100           0         800.0      41.0     1.0              70  27  10            0   0   0                  	 67  67  62 240    127       129   0   0    127        66 106   0    111            60                 0              1.0                     95  52  53
// 11PM                                                                                                                                                                                                                       	                                                                                                         						             
   11 20 15    210 194 182    255 255 255     88  77  51     89  66  39    255 128   0      5   4   0     1.0      0.4      0.4       180     100           0         800.0      70.5     1.0              35  13   5           30  33  34                  	 76  76  63 240    127       119  63 105    169        33  93  52     83           140                 0              1.0                     23  32  33
//                                                                                                                                                                                                                            	                                                                                                                                     	 
/////////////////////////////////////////// EXTRASUNNY_SMOG_LA
//
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB    BottomCloudRGB    WaterRGBA          Alpha1    RGB1           Alpha2    RGB2           CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult     TopCloudRGB
// Midnight                                                                                                                                                                                                                                                                                                                                                                   
   33 33 33    249 244 235    255 255 255     19  14  19      6   6  17    255 128   0      5   0   0     1.0      0.3      0.9       200     102           0         800.0     100.0     1.0              30  20   0       3   3   3        85  85  65 240    127        50  61 114    127        14  46  55     25            80                 0              1.0           3   3   3
// 1AM                                                                                                                                                                                                                                                                                                                                                                        
   30 33 33    241 234 224    255 255 255     18  14  19      7   7  17    255 128   0     55  25   0     0.8      0.3      0.9       190     101           0         800.0      90.0     1.0              31  17   2       7   8   9        78  88  72 240    127        58  66 114    127        18  44  50     25            80                 0              1.0           7   8   9
// 2AM                                                                                                                                                                                                                                                                                                                                                                        
   28 33 33    233 224 213    255 255 255     17  14  20      9   9  18    255 128   0    105  51   0     0.6      0.3      0.9       180     101           0         800.0      80.0     1.0              32  15   4      12  13  16        72  92  80 240    127        67  72 114    127        22  43  45     25            80                 0              1.0          12  13  16
// 3AM                                                                                                                                                                                                                                                                                                                                                                        
   26 33 33    225 214 203    255 255 255     17  15  20     11  11  18    255 128   0    155  76   0     0.4      0.3      0.9       170     100           0         800.0      70.0     1.0              33  13   6      17  19  22        65  96  88 240    127        75  78 114    127        26  42  40     25            80                 0              1.0          17  19  22
// 4AM                                                                                                                                                                                                                                                                                                                                                                        
   24 33 33    217 204 192    255 255 255     16  15  21     13  13  19    255 128   0    205 102   0     0.2      0.3      0.9       160     100           0         800.0      60.0     1.0              34  11   8      22  24  29        59 100  96 240    127        84  84 114    127        30  41  35     25            80                 0              1.0          22  24  29
// 5AM                                                                                                                                                                                                                                                                                                                                                                        
   22 33 33    210 194 182    255 255 255     16  16  22     15  15  20    255 128   0    255 128   0     0.0      0.3      0.9       150     100           0         800.0      50.0     1.0              35   9  10      27  30  36        53 104 104 240    127        93  90 114    127        34  40  30     25            80                 0              1.0          27  30  36
// 6AM                                                                                                                                                                                                                                                                                                                                                                        
   20 16 16    210 194 182    255 255 255     90 205 255    200 144  85    255 128   0    255 128   0     8.4      0.2      0.4       140      93           0         800.0      50.0     0.8             100  34  25     120  92  88        90 170 170 240    127        86  86  86    127       149  94   0     25           120                 0              1.0         120  92  88
// 7AM                                                                                                                                                                                                                                                                                                                                                                        
   11  7  1    210 194 182    255 255 255     90 205 255    114 148 166    255 128   0    255 128   0     1.2      0.2      0.8       100      50          75         800.0      10.0     0.5             120  40  40     159 142 106       145 170 170 240    127       106 107  84    127        96  61  15     25           120                 0              1.0         159 142 106
// 8AM                                                                                                                                                                                                                                                                                                                                                                        
   11  7  1    210 194 182    255 255 255     90 193 255    117 148 169    255 128   0    255 128   0    1.16      0.2      0.7       127      40          98         800.0      10.0     0.4             104  38  36     156 146 121       134 170 170 240    127       101 101  75    127       101  67  20     25           106                 0              1.0         156 146 121
// 9AM                                                                                                                                                                                                                                                                                                                                                                        
   12  7  1    210 194 182    255 255 255     90 181 255    120 148 172    255 128   0    255 128   0    1.12      0.2      0.6       154      30         121         800.0      10.0     0.3              89  37  33     153 150 136       123 170 170 240    127        96  96  67    127       107  74  25     25            92                 0              1.0         153 150 136
